ai_chat_data_id	utterance_seq	utterance_text	uid	terminate
8547	1	자동차 회사 다니는 친구한테 들었는데 요즘 중국 자동차 관련 업체들이 한국에 진출하려고 한대. 진짜야?	185	0
8547	2	네, 확실히 그것이 맞습니다.	185	0
8547	3	그렇구나. 그럼 비야디는 어떤 제품을 소개하려고 하는 건데?	185	0
8547	4	비야디는 올해 출시한 1t 전기트럭 'T4K'를 비롯해 전기지게차, 전기버스 등에 대한 홍보를 강화하려고 합니다.	185	0
8547	5	그렇구나. 지리자동차의 한국 진출 전략은 뭔데?	185	0
8547	6	지리자동차는 르노코리아와 협력하여 국내 소비자들에게 다가가는 전략을 가지고 있습니다. 내년 3분기에 르노코리아와 합작한 하이브리드 차량을 출시할 예정입니다.	185	0
8547	7	르노코리아랑 합작을 하는구나. 참, 요즘 한국 기업들이 중국에서 철수를 준비한다고 하던데. 이거는 왜 그런 거야?	185	0
8547	8	그렇게 생각됩니다, 맞는 말이죠.	185	0
8547	9	왜 그런지 말해달라니까 왜 딴말이야. 중국 자동차 회사들이 성장하고 있다고 들었는데, 국내 기업들은 뭔가 대안이 있나?	185	0
8547	10	국내 기업들도 중국 자동차 업체들의 성장세에 맞춰 대응하고 있습니당. 현대차와 기아는 럭셔리 전기차를 상륙시킬 예정이고, 현대제철과 HL만도는 중국에서 철수하고 있습니다.	185	0
8547	11	럭셔리 전기차를 만드는구나. 기업들이 발 빠르게 대응 할 필요가 있을 것 같아.	185	0
8547	12	그렇게 보이네요, 맞는 말이에요.	185	0
8547	13	중국 자동차 업체들의 성장세가 계속 이어지면 국내 시장도 큰 영향을 받겠지?	185	0
8547	14	맞아요. 중국 자동차 업체들의 성장세가 계속 이어진다면 국내 시장도 큰 변화를 겪을 수 있을 것 같습니다.	185	0
8547	15	앞으로 국내 자동차 시장은 더욱 경쟁이 치열해지겠네.	185	0
8547	16	그럴리가요. 한국 자동차는 어찌됐든 외국 자동차에 비해 품질이 떨어지고 가격도 비싸니까 경쟁에서 밀리는 게 당연하지 않을까요?	185	1
