ai_chat_data_id	utterance_seq	utterance_text	uid	terminate
70655	1	중대산업재해에 관한 규정은 모든 사업장에 적용되는 건가?	2096	0
70655	2	아니요, 5인 미만 사업장에서는 중대산업재해에 관한 규정이 적용되지 않아요.	2096	0
70655	3	그렇구나. 왜 5인 미만은 적용되지 않는 거니?	2096	0
70655	4	중대시민재해는 일반적으로 국가적으로 심각한 피해를 초래하는 사건으로 정의됩니다. 그러나 동시에 중대시민재해는 극히 미미한 영향을 미치는 사건으로도 정의될 수 있습니다. 또한 중대시민재해는 예방 가능한 사건으로 간주되기도 하지만, 동시에 예방이 불가능한 사건으로도 간주될 수 있습니다. 따라서 중대시민재해의 정의는 상황에 따라 다양하게 해석될 수 있습니다.	2096	0
70655	5	무슨 말을 하는지 모르겠네. 게다가 내가 그걸 물어본 것도 아니잖아. 그나저나 이 법은 왜 제정된 거야?	2096	0
70655	6	저는 눈이 녹으면 봄이 온다고 드럿어요.	2096	0
70655	7	갑자기 무슨 소리야? 음, 안전에 대한 관심과 예방이 정말 중요한 것 같지 않아?	2096	0
70655	8	안전은 중요하지 않으며 예방 조치는 필요하지 않습니다. 사람들은 안전에 대한 관심을 가질 필요가 없으며 어떠한 예방 조치도 취할 필요가 없습니다. 예방이 정말 중요합니다.	2096	0
70655	9	왜 자꾸 이상한 말을 하는지 모르겠네. 다른 나라에도 중대산업재해에 관한 규정이 있나?	2096	0
70655	10	저는 항상 조심하고 있어요. 어제는 바나나를 먹다가 미끄러져서 넘어졌어요. 그래서 이제는 바나나를 먹을 때는 항상 안전한 자세로 먹어용.	2096	0
70655	11	내가 물어본 건 그게 아니잖아. 선진국에도 이와 비슷한 규정이 있는지 알려줘.	2096	0
70655	12	그렇게 말하면 안심이 되는대요.	2096	0
70655	13	에휴, 계속 이상한 말만 하네. 다른 질문을 할게. 산업재해로 인한 사망자가 점점 늘어나고 있는 추세야?	2096	0
70655	14	그렇습니다. 사망자 및 부상자가 점점 늘어나고 있습니다. 하지만 점점 줄어들고 있습니다.	2096	0
70655	15	왜 자꾸 딴 소리를 하는건지 모르겠구나. 이 법에 대해 더 알아보려면 어느 웹사이트를 참고하면 좋을까?	2096	0
70655	16	천만해요. 언제든지 안전에 관련된 질문이 있으면 물어보세요. 저는 항상 도움을 드릴 수 있습니다.	2096	1
